Tree Number,Survey date,Location,Rep,Plot,Subplot,Treat,Tree cover (%),Cover,Tree #,Year planted,Genotype,Staple flag,Plastic marker,Staple paint,Species,Basal diam (mm),Height (cm),Crown diameter1 (cm),Crown diameter2 (cm) ,Avg crown diam (cm),Condition,Damage & notes,,,,
14469,06-Jul-2020,Redfish,1,12,39,30Ret,50,under canopy,1,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,5.2,22,,,8,M,browsed top and laterals,,,,
14470,06-Jul-2020,Redfish,1,12,39,30Ret,50,under canopy,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,3.8,9,,,8,M,browsed top - rabbit,,,,
14471,06-Jul-2020,Redfish,1,12,39,30Ret,50,under canopy,5,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,3,9.5,,,7,M,browsed top - rabbit,,,,
14472,06-Jul-2020,Redfish,1,12,40,30Ret,25,partial,2,2018,John Prince B class Fd,plain staple,planted flag,,Fd,5.6,17,,,9,G,browsed top - rabbit,,,,
14473,06-Jul-2020,Redfish,1,12,40,30Ret,25,partial,3,2018,John Prince B class Fd,plain staple,planted flag,,Fd,5.7,31,,,19,G,,,,,
14474,06-Jul-2020,Redfish,1,12,40,30Ret,25,partial,1,2018,Ponderosa pine,,orange,,Py,,,,,,D,,,,,
14475,06-Jul-2020,Redfish,1,12,41,30Ret,10,partial,1,2018,John Prince B class Fd,,blue planted flag,blue,Fd,3.7,8,,,8,M,browsed top,,,,
14476,06-Jul-2020,Redfish,1,12,41,30Ret,10,partial,2,2018,Redfish A class Fd,pink polka,red,,Fd,7.4,50,,,20,G,vegetation,,,,
14477,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,5.9,9.5,,,3,M,browsed top,,,,
14478,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,2.8,4.5,,,5,M,browsed top,,,,
14479,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,5,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.3,13,,,6,M,browsed top,,,,
14480,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,6,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,2.8,8,,,5,M,browsed top,,,,
14481,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.5,13.5,,,9,P,"slash, browsed top",,,,
14482,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,3,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,6.7,15,,,8.5,G,,,,,
14483,06-Jul-2020,Redfish,1,12,42,30Ret,10,partial,7,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,3.8,25,,,8.5,P,"slash, poor microsite, drought?",,,,
14484,06-Jul-2020,Redfish,1,12,43,30Ret,3,open,4,2018,John Prince B class Fd,,blue planted flag,blue,Fd,10.1,30,,,33,M,frost?,,,,
14485,06-Jul-2020,Redfish,1,12,43,30Ret,3,open,1,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,9.5,39.5,,,39,G,,,,,
14486,06-Jul-2020,Redfish,1,12,43,30Ret,3,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,7.6,19,,,12.5,M,browsed top,,,,
14487,06-Jul-2020,Redfish,1,12,43,30Ret,3,open,5,2018,Redfish A class Fd,pink polka,red,,Fd,4.9,19,,,8.5,M,browsed top,,,,
14488,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,2,2018,John Prince B class Fd,plain staple,blue planted flag,,Fd,5,19.5,,,37.5,G,vegetation,,,,
14489,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,3,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,12.3,41,,,41,G,,,,,
14490,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,4,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,13.3,78,,,39.5,M,vegetation,,,,
14491,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,5,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,8.5,29,,,24.5,M,,,,,
14492,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,11.4,38,,,23,G,,,,,
14493,06-Jul-2020,Redfish,1,12,44,30Ret,0,open,6,2018,Redfish A class Fd,pink polka,red,,Fd,7.2,36,,,27.5,M,,,,,
14494,06-Jul-2020,Redfish,1,12,45,30Ret,0,open,2,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,15.7,66,,,47.5,G,,,,,
14495,06-Jul-2020,Redfish,1,12,46,30Ret,0,open,3,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,17.8,97,,,52,G,,,,,
14496,06-Jul-2020,Redfish,1,12,46,30Ret,0,open,6,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,14.6,86.5,,,46,G,,,,,
14497,06-Jul-2020,Redfish,1,12,46,30Ret,0,open,8,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,12.3,33,,,41.5,G,vegetation,,,,
14498,06-Jul-2020,Redfish,1,12,46,30Ret,0,open,2,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,18.9,58,,,33,M,,,,,
14499,06-Jul-2020,Redfish,1,12,46,30Ret,0,open,5,2018,Ponderosa pine,plain staple,blue planted flag,,Py,8.5,26,,,24.5,M,,,,,
14500,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,6,2018,John Prince B class Fd,plain staple,blue planted flag,,Fd,4.8,26,,,20,G,,,,,
14501,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,4,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,17.2,79.5,,,58,M,frost?,,,,
14502,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,2,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,15.9,76,,,51.5,G,,,,,
14503,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,5,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,18.9,75.5,,,52.5,G,,,,,
14504,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,1,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,12.3,71,,,47.5,M,slash - bent terminal,,,,
14505,06-Jul-2020,Redfish,1,12,47,30Ret,3,open,3,2018,Redfish A class Fd,pink polka,,,Fd,11.2,41,,,42,G,vegetation,,,,
14506,06-Jul-2020,Redfish,1,12,48,30Ret,3,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,10.9,35,,,26,M,browsed top,,,,
14507,06-Jul-2020,Redfish,1,12,48,30Ret,3,open,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,9.7,52,,,26,M,"vegetation, browsed top",,,,
14508,06-Jul-2020,Redfish,1,12,48,30Ret,3,open,5,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,11.9,43,,,22.5,M,vegetation,,,,
14509,06-Jul-2020,Redfish,1,12,48,30Ret,3,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,8.6,40,,,32.5,G,vegetation,,,,
14510,06-Jul-2020,Redfish,1,12,48,30Ret,3,open,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,7.9,28.5,,,19.5,M,,,,,
14511,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,4,2018,John Prince B class Fd,plain staple,blue planted flag,,Fd,8.9,16.5,,,16,M,browsed laterals,,,,
14512,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,5,2018,John Prince B class Fd,plain staple,blue planted flag,,Fd,8.2,34.5,,,19.5,G,vegetation,,,,
14513,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,6,2018,John Prince B class Fd,plain staple,blue planted flag,,Fd,8.9,34,,,23.7,G,,,,,
14514,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,10.1,29.5,,,14.5,G,"slash, browsed top and laterals",,,,
14515,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,1,2018,Redfish A class Fd,pink polka,,,Fd,14.7,41.5,,,35.5,G,vegetation,,,,
14516,06-Jul-2020,Redfish,1,12,49,30Ret,3,open,2,2018,Redfish A class Fd,pink polka,,,Fd,9.9,49.5,,,36,M,,,,,
14517,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,,,Fd,11.9,45.5,,,44.5,G,veg,,,,
14518,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,7,2018,Alex Fraser B class Fd,pink,,,Fd,10,67,,,38,G,veg,,,,
14519,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,2,2018,Alex Fraser B class Fd,pink,,,Fd,11.3,44,,,39.5,M,veg,,,,
14520,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,8,2018,Larch,plain staple,,,Lw,25.4,103,,,71,M,frost?,,,,
14521,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,4,2018,Larch,plain staple,blue planted flag,,Lw,18.1,100,,,64.5,G,,,,,
14522,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,3,2018,Larch,plain staple,blue planted flag,,Lw,20.7,76.5,,,86.5,M,veg,,,,
14523,06-Jul-2020,Redfish,1,12,50,30Ret,0,open,6,2018,Larch,,white,white,Lw,13.1,38,,,34,P,poor microsite,,,,
14524,06-Jul-2020,Redfish,1,12,51,30Ret,0,open,1,2018,Larch,,,white,Lw,13.9,96,,,44,G,frost,,,,
14525,06-Jul-2020,Redfish,1,12,51,30Ret,0,open,2,2018,Larch,,white,white,Lw,25,135,,,66,G,,,,,
14526,06-Jul-2020,Redfish,1,12,51,30Ret,0,open,5,2018,Larch,plain staple,,white,Lw,18.6,116.5,,,55,G,,,,,
14527,06-Jul-2020,Redfish,1,12,52,30Ret,,,1,2018,John Prince B class Fd,,blue planted flag,,Fd,13,36,,,24,G,,,,,
14528,06-Jul-2020,Redfish,1,12,52,30Ret,,,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.9,42,,,25,G,,,,,
14529,06-Jul-2020,Redfish,1,12,52,30Ret,,,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,18.9,39,,,22,G,,,,,
14530,06-Jul-2020,Redfish,1,12,53,30Ret,1,open,2,2018,Ponderosa pine,plain staple,orange,,Py,14.6,57.5,,,20,G,,,,,
14531,06-Jul-2020,Redfish,1,12,53,30Ret,1,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,16.2,99,,,49,G,,,,,
14532,06-Jul-2020,Redfish,1,12,54,30Ret,5,open,1,2018,Ponderosa pine,plain staple,orange,,Py,12,38,,,15,G,,,,,
14533,06-Jul-2020,Redfish,1,12,54,30Ret,5,open,3,2018,Ponderosa pine,plain staple,orange,,Py,14.8,66,,,26,G,,,,,
14534,06-Jul-2020,Redfish,1,12,55,30Ret,,,3,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,9.9,43,,,17,G,,,,,
14535,06-Jul-2020,Redfish,1,12,55,30Ret,,,2,2018,Ponderosa pine,plain staple,blue planted flag,,Py,18.1,60,,,29,G,,,,,
14536,06-Jul-2020,Redfish,1,12,56,30Ret,5,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,5.8,34.5,,,15,G,,,,,
14537,06-Jul-2020,Redfish,1,12,56,30Ret,5,open,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,4.6,24,,,5,P,"drought, shade, veg, browsed top",,,,
14538,06-Jul-2020,Redfish,1,12,56,30Ret,5,open,3,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,12,32,,,9,P,"shade, veg, poor microsite",,,,
14539,06-Jul-2020,Redfish,1,12,57,30Ret,,,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,13.1,45,,,38,G,,,,,
14540,06-Jul-2020,Redfish,1,12,57,30Ret,,,5,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,8.2,39,,,77,G,,,,,
14541,06-Jul-2020,Redfish,1,12,57,30Ret,,,6,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,11.3,50,,,30,G,,,,,
14542,06-Jul-2020,Redfish,1,12,58,30Ret,7,open,1,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,9.9,56.5,,,22,G,,,,,
14543,06-Jul-2020,Redfish,1,12,58,30Ret,7,open,3,2018,Redfish A class Fd,pink polka,,,Fd,4.4,28,,,15,M,frost,,,,
14544,06-Jul-2020,Redfish,1,12,59,30Ret,30,partial,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,9,35,,,14,G,,,,,
14545,06-Jul-2020,Redfish,1,12,59,30Ret,30,partial,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,5.7,39,,,22,G,,,,,
14546,06-Jul-2020,Redfish,1,12,59,30Ret,30,partial,3,2018,Redfish B class Fd,,white,white,Fd,,,,,,D,,,,,
14547,06-Jul-2020,Redfish,1,12,60,30Ret,20,partial,2,2018,John Prince B class Fd,,blue planted flag,,Fd,4.3,21,,,5,G,,,,,
14548,06-Jul-2020,Redfish,1,12,60,30Ret,20,partial,1,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14549,06-Jul-2020,Redfish,1,12,61,30Ret,15,partial,1,2018,Ponderosa pine,,orange,,Py,,,,,,D,,,,,
14550,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,2,2018,John Prince B class Fd,plain staple,planted flag,,Fd,4.9,18.5,,,9,G,browsed top and laterals,,,,
14551,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,1,2018,John Prince B class Fd,plain staple,planted flag,,Fd,3,24,,,15,G,,,,,
14552,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,3,2018,Larch,plain staple,white,,Lw,9,41,,,23,G,,,,,
14553,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,5,2018,Redfish A class Fd,pink polka,red,,,,,,,,D,,,,,
14554,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,6,2018,Redfish A class Fd,pink polka,red,,Fd,4.5,34,,,14,G,,,,,
14555,06-Jul-2020,Redfish,1,12,62,30Ret,10,partial,4,2018,Redfish B class Fd,,white,white,Fd,3.1,21,,,14,G,browsed top,,,,
14556,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,7,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.9,34.5,,,22,G,browsed top and laterals - rabbit,,,,
14557,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,8,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,6.2,27.5,,,15,G,"browsed top and laterals - rabbit, veg",,,,
14558,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,2,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.9,43,,,26,G,,,,,
14559,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,3,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,6.1,35,,,22,G,crushed,,,,
14560,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,4,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,10.8,44,,,30,G,,,,,
14561,06-Jul-2020,Redfish,1,12,63,30Ret,0,open,6,2018,Lodgepole pine,plain staple,blue planted flag,,Pl,8.1,78.5,,,27,G,veg,,,,
14562,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,3,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.7,29.5,,,15,G,browsed top and laterals - rabbit,,,,
14563,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,10.7,52,,,37,G,,,,,
14564,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,6,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7,36.5,,,27,G,,,,,
14565,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,7,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7.7,45,,,33,G,,,,,
14566,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,8,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,14.2,59,,,35,G,,,,,
14567,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,10,41,,,32,G,vegetation,,,,
14568,06-Jul-2020,Redfish,1,12,64,30Ret,0,open,5,2018,Ponderosa pine,plain staple,planted flag,,Py,8.9,42,,,23,G,,,,,
14569,06-Jul-2020,Redfish,1,12,65,30Ret,10,partial,1,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,7,23,,,14.5,G,,,,,
14570,06-Jul-2020,Redfish,1,12,65,30Ret,10,partial,6,2018,Jaffray B class Fd,orange/black stripe,green,,Fd,5,27,,,13.5,M,slash,,,,
14571,06-Jul-2020,Redfish,1,12,65,30Ret,10,partial,2,2018,Ponderosa pine,plain staple,orange,,Py,7.8,30,,,25,G,,,,,
14572,06-Jul-2020,Redfish,1,12,65,30Ret,10,partial,5,2018,Ponderosa pine,plain staple,blue planted flag,,Py,12.7,52,,,38.5,G,,,,,
14573,06-Jul-2020,Redfish,1,12,66,30Ret,5,partial,2,2018,Redfish A class Fd,pink polka,red,,Fd,15,50,,,27,G,,,,,
14574,06-Jul-2020,Redfish,1,12,66,30Ret,5,partial,6,2018,Redfish A class Fd,pink polka,red,,Fd,15.7,62.5,,,44,G,,,,,
14575,06-Jul-2020,Redfish,1,12,67,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,15.9,96,,,62,G,,,,,
14576,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.3,45.5,,,18,G,browsed laterals,,,,
14577,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,4,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,11,48.5,,,33,G,browsed laterals,,,,
14578,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,5,2018,Ponderosa pine,plain staple,orange,,Py,13.1,56,,,26,G,,,,,
14579,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,1,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14580,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,8,2018,Redfish A class Fd,pink polka,red,,Fd,14.5,90,,,81,G,browsed laterals,,,,
14581,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,9,2018,Redfish A class Fd,pink polka,red,,Fd,8.5,47.5,,,38,G,browsed top,,,,
14582,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,10,2018,Redfish A class Fd,pink polka,,,Fd,2.5,12,,,7,M,browsed top and laterals,,,,
14583,06-Jul-2020,Redfish,1,12,68,30Ret,0,open,7,2018,Redfish A class Fd,plain staple,,,Py,16,67,,,25,,browsed laterals,,,,
14584,06-Jul-2020,Redfish,1,12,69,30Ret,17,partial,2,2018,John Prince B class Fd,,planted flag,blue,Fd,8,44,,,22,G,browsed laterals,,,,
14585,06-Jul-2020,Redfish,1,12,69,30Ret,17,partial,5,2018,John Prince B class Fd,,planted flag,blue,Fd,11.7,55,,,33,G,,,,,
14586,06-Jul-2020,Redfish,1,12,69,30Ret,17,partial,6,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,5.3,33,,,9,M,browsed top and laterals,,,,
14587,06-Jul-2020,Redfish,1,12,69,30Ret,17,partial,1,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,9.4,39,,,18,G,,,,,
14588,06-Jul-2020,Redfish,1,12,69,30Ret,17,partial,4,2018,Ponderosa pine,plain staple,planted flag,,Py,10.9,50,,,34,G,,,,,
14589,06-Jul-2020,Redfish,1,12,70,30Ret,0,open,7,2018,Redfish A class Fd,pink polka,red,,Fd,13.1,61,,,38,M,"chlorotic, insects",,,,
14590,06-Jul-2020,Redfish,1,12,70,30Ret,0,open,1,2018,Redfish B class Fd,,white,white,Fd,13.2,60.5,,,38,G,,,,,
14591,10-Jul-2020,Redfish,4,13,1,30Ret,0,open,2,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,11.1,63,,,40,G,,,,,
14592,10-Jul-2020,Redfish,4,13,1,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6,22.5,,,13.5,G,,,,,
14593,10-Jul-2020,Redfish,4,13,1,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,14.3,55.5,,,36.5,G,,,,,
14594,10-Jul-2020,Redfish,4,13,1,30Ret,0,open,5,2018,Ponderosa pine,plain staple,orange,,Py,9.7,46.5,,,26,G,vegetation,,,,
14595,10-Jul-2020,Redfish,4,13,1,30Ret,0,open,6,2018,Ponderosa pine,plain staple,orange,,Py,8.7,43,,,34,G,,,,,
14596,10-Jul-2020,Redfish,4,13,2,30Ret,0,open,1,2018,Ponderosa pine,plain staple,orange,,Py,11.7,43,,,8,G,,,,,
14597,10-Jul-2020,Redfish,4,13,2,30Ret,0,open,3,2018,Ponderosa pine,plain staple,orange,,Py,6.5,23,,,8,M,veg,,,,
14598,10-Jul-2020,Redfish,4,13,3,30Ret,0,open,4,2018,Jaffray B class Fd,orange/black stripe,,,Fd,,,,,,D,cant find so must be 2018 plant,,,,
14599,10-Jul-2020,Redfish,4,13,3,30Ret,0,open,2,2018,John Prince B class Fd,blue,blue,,Fd,,,,,,D,,,,,
14600,10-Jul-2020,Redfish,4,13,3,30Ret,0,open,3,2018,John Prince B class Fd,blue,blue,,Fd,4.4,17,,,7,G,veg,,,,
14601,10-Jul-2020,Redfish,4,13,4,30Ret,0,open,1,2018,John Prince B class Fd,,dark blue,blue,Fd,3.6,30,,,9,G,,,,,
14602,10-Jul-2020,Redfish,4,13,4,30Ret,0,open,2,2018,John Prince B class Fd,blue,dark blue,,Fd,5.5,30,,,20,G,veg,,,,
14603,10-Jul-2020,Redfish,4,13,4,30Ret,0,open,3,2018,John Prince B class Fd,,dark blue,blue,Fd,11.1,63,,,15,G,slash damage (covered),,,,
14604,10-Jul-2020,Redfish,4,13,4,30Ret,0,open,4,2018,John Prince B class Fd,blue,dark blue,,Fd,7.7,39,,,26,G,,,,,
14605,10-Jul-2020,Redfish,4,13,5,30Ret,0,open,1,2018,Alex Fraser B class Fd,pink,,,Fd,3.6,14,,,7,G,"browsed top, veg",,,,
14606,10-Jul-2020,Redfish,4,13,5,30Ret,0,open,2,2018,John Prince B class Fd,blue,blue,,Fd,,,,,,D,,,,,
14607,10-Jul-2020,Redfish,4,13,6,30Ret,0,open,1,2018,John Prince B class Fd,plain staple,planted flag,,Fd,5.8,50,,,23,G,,,,,
14608,10-Jul-2020,Redfish,4,13,7,30Ret,0,open,2,2018,Redfish B class Fd,,white,white,Fd,,,,,,D,,,,,
14609,10-Jul-2020,Redfish,4,13,9,30Ret,20,partial,1,2018,Redfish B class Fd,,white,white,Fd,,,,,,D,,,,,
14610,10-Jul-2020,Redfish,4,13,10,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,,,Fd,7.7,28,,,39,G,browsed top,,,,
14611,10-Jul-2020,Redfish,4,13,12,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,,,,,,D,,,,,
14612,10-Jul-2020,Redfish,4,13,13,30Ret,0,open,3,2018,John Prince B class Fd,blue,blue,,Fd,,,,,,D,,,,,
14613,10-Jul-2020,Redfish,4,13,13,30Ret,0,open,1,2018,Redfish B class Fd,,white,white,Fd,7.2,30,,,14,G,,,,,
14614,10-Jul-2020,Redfish,4,13,14,30Ret,0,open,1,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.3,28,,,16,G,frost,,,,
14615,10-Jul-2020,Redfish,4,13,14,30Ret,0,open,4,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,6.8,23,,,10,M,browsed top,,,,
14616,10-Jul-2020,Redfish,4,13,14,30Ret,0,open,2,2018,Redfish B class Fd,,white,white,Fd,3.5,18,,,5,M,,,,,
14617,10-Jul-2020,Redfish,4,13,15,30Ret,0,open,1,2018,John Prince B class Fd,blue,blue,,Fd,6.6,33,,,24,G,,,,,
14618,10-Jul-2020,Redfish,4,13,16,30Ret,5,open,1,2018,Lodgepole pine,plain staple,pink,,Pl,16,78,,,40,G,,,,,
14619,10-Jul-2020,Redfish,4,13,16,30Ret,5,open,2,2018,Redfish A class Fd,pink polka,red,,Fd,,,,,,D,,,,,
14620,10-Jul-2020,Redfish,4,13,16,30Ret,5,open,3,2018,Redfish A class Fd,pink polka,red,,Fd,11.9,68,,,41,G,aphids,,,,
14621,10-Jul-2020,Redfish,4,13,17,30Ret,0,open,2,2018,John Prince B class Fd,blue,blue,,Fd,4.5,24,,,15,G,,,,,
14622,10-Jul-2020,Redfish,4,13,17,30Ret,0,open,1,2018,Lodgepole pine,plain staple,pink,,Pl,6.7,38,,,16,G,,,,,
14623,10-Jul-2020,Redfish,4,13,17,30Ret,0,open,3,2018,Lodgepole pine,plain staple,pink,,Pl,12.5,54,,,35,G,,,,,
14624,10-Jul-2020,Redfish,4,13,19,30Ret,0,open,1,2018,John Prince B class Fd,blue,,,Fd,12.7,56,,,32,G,,,,,
14625,10-Jul-2020,Redfish,4,13,19,30Ret,0,open,2,2018,John Prince B class Fd,blue,dark blue,,Fd,10.4,45,,,35,G,,,,,
14626,10-Jul-2020,Redfish,4,13,20,30Ret,0,open,1,2018,John Prince B class Fd,,blue,,Pl,16.8,36,,,30,G,,,,,
14627,10-Jul-2020,Redfish,4,13,20,30Ret,0,open,3,2018,Lodgepole pine,plain staple,pink,,Pl,7.6,28,,,14,G,"scar at base, browsed top",,,,
14628,10-Jul-2020,Redfish,4,13,21,30Ret,0,open,4,2018,John Prince B class Fd,blue,blue,,Fd,,,,,,D,,,,,
14629,10-Jul-2020,Redfish,4,13,21,30Ret,0,open,2,2018,Lodgepole pine,plain staple,pink,,Pl,5.1,27.5,,,20,G,,,,,
14630,10-Jul-2020,Redfish,4,13,22,30Ret,0,open,1,2018,Lodgepole pine,plain staple,white,,Pl,13.9,43,,,24,G,,,,,
14631,10-Jul-2020,Redfish,4,13,22,30Ret,0,open,2,2018,Redfish A class Fd,pink polka,,,Fd,7,30,,,20,G,vegetation,,,,
14632,10-Jul-2020,Redfish,4,13,23,30Ret,0,open,3,2018,Peterhope B class Fd,white/blue stripe,yellow,,Fd,,,,,,D,,,,,
14633,10-Jul-2020,Redfish,4,13,23,30Ret,0,open,1,2018,Peterhope B class Fd,white/blue stripe,,,Fd,6.7,37,,,27,G,,,,,
14634,10-Jul-2020,Redfish,4,13,23,30Ret,0,open,5,2018,Peterhope B class Fd,white/blue stripe,,,Fd,7.8,51,,,26,G,,,,,
14635,10-Jul-2020,Redfish,4,13,23,30Ret,0,open,2,2018,Ponderosa pine,plain staple,orange,,Py,8.8,21,,,15,M,browsed top 2019,,,,
14636,10-Jul-2020,Redfish,4,13,23,30Ret,0,open,4,2018,Ponderosa pine,plain staple,orange,,Py,5.7,25,,,15,M,"browsed top, fork at base",,,,
14637,10-Jul-2020,Redfish,4,13,24,30Ret,3,open,2,2018,Redfish B class Fd,,white,white,Fd,3.5,29,,,11,M,"frost, drought",,,,
14638,10-Jul-2020,Redfish,4,13,25,30Ret,0,open,3,2018,Ponderosa pine,plain staple,,,Py,8.8,26,,,23,G,browsed top 2019,,,,
14639,10-Jul-2020,Redfish,4,13,25,30Ret,0,open,2,2018,Ponderosa pine,plain staple,,,Py,13.2,60,,,40,G,,,,,
14640,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,7,2018,Jaffray B class Fd,orange/black stripe,,,Fd,,,,,,D,,,,,
14641,10-Jul-2020,Redfish,4,13,26,30Ret,0,open,4,2018,Peterhope B class Fd,white/blue stripe,,,Fd,,,,,,D,,,,,
